Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model
Chemisphere Inorganics Ltd,Gujarat,Manufacturing / Industrial,chemisphereinorganics.com,₹60–100 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Inorganics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Chemline Global Ltd,Gujarat,Manufacturing / Industrial,chemlineglobal.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Specialty),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,22,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Chemline Inorganics Ltd,Gujarat,Manufacturing / Industrial,chemlineinorganics.com,₹60–100 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Inorganics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Chemline Specialty Ltd,Gujarat,Manufacturing / Industrial,chemlineadv.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Specialty),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,23,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Chemnova Specialty Ltd,Gujarat,Manufacturing / Industrial,chemnova.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Nov 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Specialty),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPro Advanced Ltd,Gujarat,Manufacturing / Industrial,chemproadv.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,22,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPro Global Ltd,Gujarat,Manufacturing / Industrial,chemproglobal.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,23,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPro Specialty Ltd,Gujarat,Manufacturing / Industrial,chemprospecialty.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPure Advanced Ltd,Gujarat,Manufacturing / Industrial,chempureadv.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,23,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPure Global Ltd,Gujarat,Manufacturing / Industrial,chempureglobal.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,24,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Clay Craft India Ltd,Jaipur,Manufacturing / Industrial,claycraftindia.com,₹80–150 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Ceramics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Coreintegra Consulting Services Ltd,Mumbai,Manufacturing / Industrial,coreintegra.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Consulting/Business Services),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defcom Technologies Ltd,Bengaluru,Manufacturing / Industrial,defcomtech.com,₹100–200 Cr,no_structured_differentiation_tag,,IPO filed Jan 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Electronics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Advanced Ltd,Pune,Manufacturing / Industrial,defencecoreadv.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Ltd,Pune,Manufacturing / Industrial,defencecore.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,9,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Systems Ltd,Pune,Manufacturing / Industrial,defencecoresystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceWorks Ltd,Pune,Manufacturing / Industrial,defenceworks.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,5,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendexarmour.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Armour),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Global Ltd,Pune,Manufacturing / Industrial,defendexglobal.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,43,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Systems Ltd,Pune,Manufacturing / Industrial,defendexsystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,10,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefendTech Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendtecharmour.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Armour),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
